Issue Type,Issue key,Status,Labels,Status Last Changed,Desired Ship Date,Priority
MakeBrackets,MFG-154369,Debinding Program Started,reorder,27/Jan/22 6:54 AM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154365,Ready to Print,reorder,27/Jan/22 7:25 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154364,Debinding Program Started,reorder,27/Jan/22 10:49 AM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154360,Ready to Print,reorder,27/Jan/22 7:17 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154359,Combi Program Started,reorder,25/Jan/22 12:29 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154340,Debinding Program Started,reorder,26/Jan/22 4:43 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154321,Combi Program Started,reorder,26/Jan/22 12:04 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154316,Combi Program Started,reorder,26/Jan/22 1:26 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154311,Combi Program Started,reorder,26/Jan/22 1:27 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154300,Ready to Print,reorder,26/Jan/22 9:35 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154299,Combi Program Started,reorder,25/Jan/22 12:29 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154295,Ready to Print,reorder,26/Jan/22 9:35 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154294,Combi Program Started,reorder,26/Jan/22 8:40 AM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154290,Ready to Print,reorder,26/Jan/22 9:44 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154289,Combi Program Started,reorder,25/Jan/22 12:30 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154271,Ready to Print,reorder,26/Jan/22 9:44 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154270,Combi Program Started,reorder,25/Jan/22 12:30 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154259,Ready to Print,reorder,26/Jan/22 9:52 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154258,Combi Program Started,reorder,25/Jan/22 12:30 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154254,Ready to Print,reorder,26/Jan/22 9:52 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154253,Debinding Program Started,reorder,26/Jan/22 8:54 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154240,Combi Program Started,reorder,27/Jan/22 9:03 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154235,Open,reorder,27/Jan/22 9:09 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154216,Debinding Program Started,reorder,27/Jan/22 10:49 AM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154205,Ready to Print,reorder,27/Jan/22 5:52 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154204,Combi Program Started,reorder,25/Jan/22 12:30 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154199,Combi Program Started,reorder,27/Jan/22 5:36 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154194,Debinding Program Started,reorder,27/Jan/22 10:49 AM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154190,Ready to Print,reorder,26/Jan/22 11:11 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154189,Combi Program Started,reorder,25/Jan/22 12:31 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154185,Ready to Print,reorder,26/Jan/22 11:11 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154184,Combi Program Started,reorder,25/Jan/22 12:31 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154179,Combi Program Started,reorder,27/Jan/22 6:40 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154167,Combi Program Started,reorder,27/Jan/22 6:43 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154141,Debinding Program Started,reorder,27/Jan/22 10:49 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154129,Bracket Cleaning,reorder,27/Jan/22 12:34 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154125,Ready to Print,reorder,26/Jan/22 11:43 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154124,Combi Program Started,reorder,25/Jan/22 12:31 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154091,Ready to Print,reorder,26/Jan/22 11:42 AM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154086,Ready to Print,reorder,26/Jan/22 11:45 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154085,Combi Program Started,reorder,25/Jan/22 12:31 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154081,Ready to Print,reorder,26/Jan/22 11:45 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154080,Combi Program Started,reorder,25/Jan/22 12:31 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154068,Combi Program Started,reorder,26/Jan/22 4:13 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154043,Ready to Print,reorder,26/Jan/22 12:04 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154042,Combi Program Started,reorder,25/Jan/22 12:32 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154038,Ready to Print,reorder,26/Jan/22 12:04 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154033,Ready to Print,reorder,26/Jan/22 12:26 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154032,Combi Program Started,reorder,25/Jan/22 12:32 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154005,Ready to Print,reorder,26/Jan/22 12:25 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154004,Warming Oven,reorder,25/Jan/22 12:11 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153999,Debinding Program Started,reorder,27/Jan/22 10:39 AM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153995,Ready to Print,reorder,27/Jan/22 12:59 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153994,Sintering Program Started,reorder,27/Jan/22 12:59 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153974,Ready to Print,reorder,26/Jan/22 12:53 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153973,Combi Program Started,reorder,25/Jan/22 12:32 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153969,Ready to Print,reorder,26/Jan/22 12:56 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153968,Combi Program Started,reorder,25/Jan/22 12:32 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153964,Ready to Print,reorder,26/Jan/22 12:56 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153963,Combi Program Started,reorder,25/Jan/22 12:32 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153944,Bracket Cleaning,reorder,27/Jan/22 12:34 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153933,Combi Program Started,reorder,27/Jan/22 6:39 AM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153929,IDB Drying,reorder,27/Jan/22 12:39 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153880,IDB Curing,reorder,27/Jan/22 1:00 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153879,Debinding Program Started,reorder,27/Jan/22 11:37 AM,02/Feb/22 12:00 AM,Medium
MakeTubes,MFG-153867,Debinding Program Started,reorder,27/Jan/22 10:49 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153864,Cerafab Print Start,reorder,27/Jan/22 12:35 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153852,Ready to Print,reorder,26/Jan/22 3:18 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153851,Combi Program Started,reorder,25/Jan/22 12:32 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153835,Ready to Print,reorder,26/Jan/22 3:18 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153834,Combi Program Started,reorder,25/Jan/22 12:32 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153802,Ready to Print,reorder,26/Jan/22 3:26 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153801,Combi Program Started,reorder,25/Jan/22 12:32 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153797,Ready to Print,mixed_dentition,27/Jan/22 10:34 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153796,Bracket Cleaning,mixed_dentition,27/Jan/22 12:34 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153778,Ready to Print,reorder,27/Jan/22 7:51 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153777,Sintering Program Started,reorder,27/Jan/22 12:57 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153772,Sintering Program Started,reorder,27/Jan/22 12:56 PM,02/Feb/22 12:00 AM,Highest
MakeIDB,MFG-153761,Ready to Print,reorder,27/Jan/22 7:52 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153760,Debinding Program Started,reorder,27/Jan/22 7:45 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153755,Debinding Program Started,reorder,25/Jan/22 7:54 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153750,Sintering Program Started,reorder,27/Jan/22 1:01 PM,02/Feb/22 12:00 AM,Highest
MakeIDB,MFG-153739,Ready to Print,reorder,27/Jan/22 7:54 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153738,Sintering Program Started,reorder,27/Jan/22 12:57 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153727,Ready to Print,reorder,27/Jan/22 12:59 PM,02/Feb/22 12:00 AM,Highest
MakeBrackets,MFG-153726,Sintering Program Started,reorder,27/Jan/22 12:59 PM,02/Feb/22 12:00 AM,Highest
MakeIDB,MFG-153722,IDB Curing,reorder,27/Jan/22 12:38 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153721,Debinding Program Started,reorder,27/Jan/22 7:54 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153716,Sintering Program Started,reorder,27/Jan/22 1:00 PM,02/Feb/22 12:00 AM,Highest
MakeBrackets,MFG-153690,Sintering Program Started,reorder,27/Jan/22 12:59 PM,02/Feb/22 12:00 AM,Highest
MakeBrackets,MFG-153641,Debinding Program Started,reorder,27/Jan/22 12:56 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153624,Debinding Program Started,reorder,27/Jan/22 8:05 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153612,Sintering Program Started,reorder,27/Jan/22 12:57 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153596,Sintering Program Started,reorder,27/Jan/22 12:57 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153589,Debinding Program Started,reorder,25/Jan/22 3:03 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153584,Ready to Print,reorder,27/Jan/22 8:19 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153583,Debinding Program Started,reorder,27/Jan/22 8:17 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153558,Sintering Program Started,reorder,27/Jan/22 12:57 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153553,Sintering Program Started,reorder,27/Jan/22 12:57 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153506,HIP Program Started,reorder,27/Jan/22 11:22 AM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153502,Ready to Print,reorder,26/Jan/22 7:26 AM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153501,Ready for Tx to Crucible,reorder,27/Jan/22 11:36 AM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153455,Ready to Print,reorder,26/Jan/22 7:26 AM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153454,HIP Program Started,reorder,27/Jan/22 11:22 AM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153429,Ready to Print,reorder,26/Jan/22 6:38 AM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153328,Ready to Print,reorder,27/Jan/22 12:28 PM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153253,HIP Program Started,reorder,27/Jan/22 11:22 AM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153235,Ready to Print,reorder,27/Jan/22 6:49 AM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153145,HIP Program Started,reorder,27/Jan/22 11:22 AM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-153105,Debinding Program Started,reorder,25/Jan/22 6:58 AM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153046,Ready to Print,reorder,25/Jan/22 8:48 PM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-153041,Ready to Print,reorder,25/Jan/22 8:39 PM,01/Feb/22 12:00 AM,Medium
MakeTubes,MFG-153024,Debinding Program Started,reorder,24/Jan/22 7:47 PM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152995,Debinding Program Started,reorder,24/Jan/22 7:47 PM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-152984,Ready to Print,reorder,26/Jan/22 8:14 AM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152966,HIP Program Started,reorder,27/Jan/22 11:22 AM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-152922,Ready to Print,reorder,25/Jan/22 8:41 PM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-152917,Ready to Print,reorder,25/Jan/22 8:45 PM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152911,Debinding Program Started,reorder,24/Jan/22 7:47 PM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152892,Debinding Program Started,reorder,24/Jan/22 7:47 PM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-152835,Ready to Print,reorder,24/Jan/22 2:35 PM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152834,Debinding Program Started,reorder,24/Jan/22 7:47 PM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-152816,Ready to Print,reorder,26/Jan/22 7:22 AM,01/Feb/22 12:00 AM,Medium
MakeIDB,MFG-152797,Ready to Print,reorder,26/Jan/22 8:32 AM,01/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152726,In Sorting,reorder,27/Jan/22 12:57 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152684,Vida Print Start,reorder,27/Jan/22 12:42 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152667,Ready to Print,reorder,26/Jan/22 6:16 AM,31/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-152647,Warming Oven,reorder,27/Jan/22 10:43 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152643,Ready for Print File Setup,staged_treatment,27/Jan/22 10:53 AM,09/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152642,Brackets in Printer Queue,staged_treatment,27/Jan/22 10:53 AM,09/Feb/22 12:00 AM,Medium
MakeIDB,MFG-152636,Vida Print Start,reorder,27/Jan/22 12:42 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152618,Backlog,staged_treatment,20/Jan/22 4:45 PM,24/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152617,Backlog,staged_treatment,20/Jan/22 4:45 PM,24/Feb/22 12:00 AM,Medium
MakeIDB,MFG-152602,Ready to Print,mixed_dentition,26/Jan/22 6:16 AM,31/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-152601,Debinding Program Started,mixed_dentition,25/Jan/22 7:13 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152559,Ready to Print,reorder,27/Jan/22 6:33 AM,31/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-152524,Debinding Program Started,reorder,26/Jan/22 7:14 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152503,Backlog,staged_treatment,27/Jan/22 8:40 AM,24/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152502,Backlog,staged_treatment,27/Jan/22 8:40 AM,24/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152431,Debinding Program Started,reorder,25/Jan/22 5:55 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152394,Ready to Print,reorder,27/Jan/22 12:40 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152389,Ready to Print,reorder,27/Jan/22 6:37 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152355,Open,staged_treatment,27/Jan/22 11:12 AM,10/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-152354,Open,staged_treatment,27/Jan/22 11:12 AM,10/Feb/22 12:00 AM,Medium
MakeIDB,MFG-152280,Ready to Print,reorder,27/Jan/22 6:33 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152212,Ready to Print,reorder,27/Jan/22 6:37 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152174,Ready to Print,reorder,25/Jan/22 4:28 PM,31/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-152173,Debinding Program Started,reorder,24/Jan/22 7:47 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152164,Ready to Print,reorder,25/Jan/22 8:40 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152159,Ready to Print,reorder,25/Jan/22 12:39 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152154,Ready to Print,reorder,25/Jan/22 4:27 PM,31/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-152153,Debinding Program Started,reorder,24/Jan/22 7:47 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152127,Ready to Print,reorder,25/Jan/22 5:32 PM,31/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-152126,Debinding Program Started,reorder,24/Jan/22 7:47 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152115,Ready to Print,reorder,25/Jan/22 12:35 AM,31/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-152104,Debinding Program Started,reorder,26/Jan/22 9:53 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152081,Ready to Print,reorder,26/Jan/22 8:05 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152076,Ready to Print,reorder,27/Jan/22 12:18 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152057,Ready to Print,reorder,25/Jan/22 8:46 PM,31/Jan/22 12:00 AM,Medium
MakeTubes,MFG-152042,Debinding Program Started,reorder,24/Jan/22 7:47 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152040,Ready to Print,reorder,21/Jan/22 9:02 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-152020,Ready to Print,reorder,25/Jan/22 8:34 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151993,Ready to Print,reorder,25/Jan/22 8:36 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151950,Print Next,reorder,26/Jan/22 6:15 PM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151938,Ready to Print,reorder,25/Jan/22 7:59 PM,31/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-151937,Debinding Program Started,reorder,27/Jan/22 10:49 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151926,Print Next,reorder,26/Jan/22 6:15 PM,31/Jan/22 12:00 AM,Medium
MakeTubes,MFG-151878,Debinding Program Started,reorder,27/Jan/22 10:49 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151876,Ready to Print,reorder,25/Jan/22 7:56 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151857,Ready to Print,reorder,25/Jan/22 12:38 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151831,Ready to Print,reorder,25/Jan/22 7:59 PM,31/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-151830,Debinding Program Started,reorder,27/Jan/22 10:49 AM,31/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151798,Print Next,reorder,26/Jan/22 6:14 PM,28/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151613,Ready to Print,reorder,27/Jan/22 5:56 AM,28/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-151514,Open,reorder,26/Jan/22 5:56 PM,28/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151435,Ready to Print,reorder,27/Jan/22 5:56 AM,28/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-151371,Debinding Program Started,reorder,25/Jan/22 7:54 AM,28/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151153,Ready to Print,reorder,26/Jan/22 12:40 PM,28/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151143,Ready to Print,reorder,27/Jan/22 12:19 PM,28/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151112,Ready to Print,reorder,26/Jan/22 12:41 PM,28/Jan/22 12:00 AM,Medium
MakeIDB,MFG-151100,Ready to Print,reorder,27/Jan/22 5:59 AM,28/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-150949,Ready for Sorting,reorder,27/Jan/22 11:29 AM,28/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-150915,In Sorting,reorder,27/Jan/22 1:00 PM,28/Jan/22 12:00 AM,Medium
MakeIDB,MFG-150894,Ready to Print,reorder,25/Jan/22 5:31 PM,28/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-150888,Warming Oven,reorder,25/Jan/22 7:22 PM,28/Jan/22 12:00 AM,Medium
MakeIDB,MFG-150345,Ready to Print,reorder,27/Jan/22 5:47 AM,27/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-150244,Debinding Program Started,reorder,24/Jan/22 7:47 PM,27/Jan/22 12:00 AM,Medium
MakeIDB,MFG-150095,IDB Cleaning,reorder,27/Jan/22 12:51 PM,27/Jan/22 12:00 AM,Medium
MakeIDB,MFG-150083,IDB Cleaning,reorder,27/Jan/22 12:50 PM,27/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-150082,In Sorting,reorder,25/Jan/22 1:44 PM,27/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-149899,Debinding Program Started,reorder,27/Jan/22 8:03 AM,27/Jan/22 12:00 AM,Medium
MakeIDB,MFG-149797,Print Next,reorder,26/Jan/22 6:13 PM,27/Jan/22 12:00 AM,Medium
MakeIDB,MFG-149135,Ready to Print,reorder,27/Jan/22 5:44 AM,26/Jan/22 12:00 AM,Medium
MakeIDB,MFG-149130,Ready for Print File Setup,staged_treatment,27/Jan/22 10:55 AM,08/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-149129,Debinding Program Started,staged_treatment,27/Jan/22 10:55 AM,08/Feb/22 12:00 AM,Medium
MakeIDB,MFG-149116,Ready to Print,reorder,27/Jan/22 5:47 AM,26/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-149013,HIP Program Started,reorder,27/Jan/22 11:22 AM,26/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-148925,Combi Program Started,reorder,25/Jan/22 12:28 PM,26/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-148609,Warming Oven,reorder,27/Jan/22 9:03 AM,25/Jan/22 12:00 AM,Highest
MakeBrackets,MFG-148604,Debinding Program Started,reorder,24/Jan/22 7:47 PM,25/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-148539,Ready for Tx to Crucible,reorder,27/Jan/22 6:09 AM,25/Jan/22 12:00 AM,Highest
MakeIDB,MFG-148274,Ready to Print,reorder,27/Jan/22 5:43 AM,25/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-148192,Backlog,reorder,19/Jan/22 9:29 AM,25/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-147791,Debinding Program Started,reorder,26/Jan/22 8:54 AM,24/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-147618,HIP Program Started,reorder,27/Jan/22 11:22 AM,24/Jan/22 12:00 AM,Highest
MakeBrackets,MFG-147353,HIP Program Started,reorder,27/Jan/22 11:22 AM,24/Jan/22 12:00 AM,Medium
MakeIDB,MFG-147222,Backlog,mixed_dentition,24/Jan/22 12:15 PM,22/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-147221,Backlog,mixed_dentition,24/Jan/22 12:15 PM,22/Feb/22 12:00 AM,Medium
MakeTubes,MFG-146582,Backlog,mixed_dentition,18/Jan/22 4:30 PM,16/Feb/22 12:00 AM,Medium
MakeIDB,MFG-146580,Backlog,mixed_dentition,18/Jan/22 4:30 PM,16/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-146579,Backlog,mixed_dentition,18/Jan/22 4:30 PM,16/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-146534,Debinding Program Started,reorder,27/Jan/22 10:49 AM,21/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-145895,Debinding Program Started,reorder,27/Jan/22 8:03 AM,20/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-144984,Sintering Program Started,reorder,27/Jan/22 12:56 PM,19/Jan/22 12:00 AM,Medium
MakeTubes,MFG-130486,Backlog,BETA_Case,15/Dec/21 2:41 PM,14/Jan/22 12:00 AM,Medium
MakeIDB,MFG-130484,Backlog,BETA_Case,15/Dec/21 2:41 PM,14/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-130483,Backlog,BETA_Case,15/Dec/21 2:41 PM,14/Jan/22 12:00 AM,Medium
MakeTubes,MFG-128733,Backlog,BETA_Case,14/Jan/22 9:10 AM,12/Jan/22 12:00 AM,Medium
MakeIDB,MFG-128731,Backlog,BETA_Case,14/Jan/22 9:10 AM,12/Jan/22 12:00 AM,Medium
MakeBrackets,MFG-128730,Backlog,BETA_Case,14/Jan/22 9:10 AM,12/Jan/22 12:00 AM,Medium
MakeIDB,MFG-120308,Backlog,Bracket_Hook_Beta,30/Nov/21 12:57 PM,27/Dec/21 12:00 AM,Medium
MakeBrackets,MFG-120307,Backlog,Bracket_Hook_Beta,30/Nov/21 12:57 PM,27/Dec/21 12:00 AM,Medium
MakeTubes,MFG-120296,Backlog,BETA_Case,03/Dec/21 11:58 AM,27/Dec/21 12:00 AM,Medium
MakeIDB,MFG-120294,Backlog,BETA_Case,03/Dec/21 11:58 AM,27/Dec/21 12:00 AM,Medium
MakeBrackets,MFG-120293,Backlog,BETA_Case,03/Dec/21 11:58 AM,27/Dec/21 12:00 AM,Medium
MakeTubes,MFG-119545,Backlog,BETA_Case,14/Dec/21 11:13 AM,24/Dec/21 12:00 AM,Medium
MakeIDB,MFG-119543,Backlog,BETA_Case,14/Dec/21 11:13 AM,24/Dec/21 12:00 AM,Medium
MakeBrackets,MFG-119542,Backlog,BETA_Case,14/Dec/21 11:13 AM,24/Dec/21 12:00 AM,Medium
MakeTubes,MFG-112946,Backlog,BETA_Case,03/Dec/21 12:01 PM,13/Dec/21 12:00 AM,Medium
MakeIDB,MFG-112944,Backlog,BETA_Case,03/Dec/21 12:01 PM,13/Dec/21 12:00 AM,Medium
